timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz]
2020/12/31 05:16:24.434, 28 %, 6 %, 47.14 W, 835 MHz
2020/12/31 05:16:25.437, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:26.440, 49 %, 11 %, 48.29 W, 835 MHz
2020/12/31 05:16:27.443, 33 %, 7 %, 48.94 W, 835 MHz
2020/12/31 05:16:28.446, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:29.449, 58 %, 15 %, 47.62 W, 835 MHz
2020/12/31 05:16:30.452, 30 %, 8 %, 54.60 W, 835 MHz
2020/12/31 05:16:31.454, 37 %, 10 %, 65.79 W, 835 MHz
2020/12/31 05:16:32.457, 51 %, 13 %, 67.97 W, 835 MHz
2020/12/31 05:16:33.460, 32 %, 8 %, 55.18 W, 835 MHz
2020/12/31 05:16:34.463, 33 %, 8 %, 57.00 W, 835 MHz
2020/12/31 05:16:35.464, 55 %, 14 %, 46.85 W, 835 MHz
2020/12/31 05:16:36.467, 28 %, 8 %, 46.76 W, 835 MHz
2020/12/31 05:16:37.469, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:16:38.472, 38 %, 9 %, 51.44 W, 835 MHz
2020/12/31 05:16:39.475, 36 %, 8 %, 47.82 W, 835 MHz
2020/12/31 05:16:40.478, 0 %, 0 %, 46.00 W, 835 MHz
2020/12/31 05:16:41.481, 44 %, 10 %, 62.92 W, 835 MHz
2020/12/31 05:16:42.482, 32 %, 7 %, 47.24 W, 835 MHz
2020/12/31 05:16:43.485, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:44.487, 33 %, 7 %, 63.15 W, 835 MHz
2020/12/31 05:16:45.490, 44 %, 10 %, 47.24 W, 835 MHz
2020/12/31 05:16:46.495, 0 %, 0 %, 46.00 W, 835 MHz
2020/12/31 05:16:47.499, 27 %, 6 %, 46.66 W, 835 MHz
2020/12/31 05:16:48.502, 44 %, 10 %, 47.05 W, 835 MHz
2020/12/31 05:16:49.505, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:16:50.508, 24 %, 6 %, 47.43 W, 835 MHz
2020/12/31 05:16:51.511, 49 %, 11 %, 46.28 W, 835 MHz
2020/12/31 05:16:52.513, 16 %, 4 %, 46.00 W, 835 MHz
2020/12/31 05:16:53.516, 16 %, 4 %, 47.81 W, 835 MHz
2020/12/31 05:16:54.519, 32 %, 7 %, 48.20 W, 835 MHz
2020/12/31 05:16:55.521, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:16:56.524, 30 %, 7 %, 47.24 W, 835 MHz
2020/12/31 05:16:57.527, 32 %, 7 %, 48.68 W, 835 MHz
2020/12/31 05:16:58.530, 16 %, 4 %, 45.99 W, 835 MHz
2020/12/31 05:16:59.532, 1 %, 0 %, 47.24 W, 835 MHz
2020/12/31 05:17:00.535, 49 %, 11 %, 47.53 W, 835 MHz
2020/12/31 05:17:01.538, 23 %, 5 %, 45.99 W, 835 MHz
2020/12/31 05:17:02.539, 0 %, 0 %, 55.75 W, 835 MHz
2020/12/31 05:17:03.542, 47 %, 11 %, 56.23 W, 835 MHz
2020/12/31 05:17:04.544, 21 %, 5 %, 46.09 W, 835 MHz
2020/12/31 05:17:05.547, 0 %, 0 %, 46.38 W, 835 MHz
2020/12/31 05:17:06.550, 30 %, 7 %, 61.61 W, 835 MHz
2020/12/31 05:17:07.553, 36 %, 9 %, 46.48 W, 835 MHz
2020/12/31 05:17:08.556, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:17:09.558, 33 %, 8 %, 68.20 W, 835 MHz
2020/12/31 05:17:10.561, 38 %, 10 %, 46.76 W, 835 MHz
2020/12/31 05:17:11.564, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:17:12.567, 38 %, 10 %, 65.45 W, 835 MHz
2020/12/31 05:17:13.568, 31 %, 8 %, 48.01 W, 835 MHz
2020/12/31 05:17:14.571, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:17:15.574, 20 %, 5 %, 68.58 W, 835 MHz
2020/12/31 05:17:16.579, 29 %, 7 %, 71.55 W, 835 MHz
2020/12/31 05:17:17.582, 39 %, 10 %, 58.25 W, 835 MHz
2020/12/31 05:17:18.585, 35 %, 9 %, 61.89 W, 835 MHz
2020/12/31 05:17:19.588, 39 %, 10 %, 66.85 W, 835 MHz
2020/12/31 05:17:20.591, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:17:21.594, 19 %, 5 %, 46.18 W, 835 MHz
2020/12/31 05:17:22.597, 38 %, 10 %, 67.36 W, 835 MHz
2020/12/31 05:17:23.600, 29 %, 7 %, 50.31 W, 835 MHz
2020/12/31 05:17:24.603, 19 %, 5 %, 46.09 W, 835 MHz
2020/12/31 05:17:25.606, 35 %, 9 %, 47.34 W, 835 MHz
2020/12/31 05:17:26.609, 32 %, 8 %, 58.03 W, 835 MHz
2020/12/31 05:17:27.611, 27 %, 7 %, 46.19 W, 835 MHz
2020/12/31 05:17:28.614, 40 %, 10 %, 48.39 W, 835 MHz
2020/12/31 05:17:29.617, 28 %, 6 %, 57.87 W, 835 MHz
2020/12/31 05:17:30.620, 19 %, 4 %, 48.17 W, 835 MHz
2020/12/31 05:17:31.623, 0 %, 0 %, 45.99 W, 835 MHz
