timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz]
2020/12/31 10:06:45.419, 100 %, 86 %, 122.10 W, 1189 MHz
2020/12/31 10:06:46.422, 100 %, 68 %, 154.07 W, 1189 MHz
2020/12/31 10:06:47.424, 100 %, 77 %, 151.97 W, 1189 MHz
2020/12/31 10:06:48.427, 99 %, 73 %, 50.76 W, 1189 MHz
2020/12/31 10:06:49.430, 0 %, 0 %, 50.28 W, 1189 MHz
2020/12/31 10:06:50.432, 0 %, 0 %, 50.28 W, 1189 MHz
2020/12/31 10:06:51.436, 29 %, 11 %, 119.99 W, 1189 MHz
2020/12/31 10:06:52.438, 100 %, 69 %, 131.32 W, 1189 MHz
2020/12/31 10:06:53.441, 100 %, 52 %, 109.75 W, 1189 MHz
2020/12/31 10:06:54.449, 100 %, 57 %, 151.40 W, 1189 MHz
2020/12/31 10:06:55.452, 100 %, 71 %, 129.97 W, 1189 MHz
2020/12/31 10:06:56.454, 100 %, 67 %, 134.07 W, 1189 MHz
2020/12/31 10:06:57.457, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:06:58.460, 0 %, 0 %, 49.93 W, 1189 MHz
2020/12/31 10:06:59.462, 100 %, 92 %, 126.98 W, 1189 MHz
2020/12/31 10:07:00.465, 100 %, 53 %, 129.85 W, 1189 MHz
2020/12/31 10:07:01.468, 100 %, 71 %, 144.32 W, 1189 MHz
2020/12/31 10:07:02.470, 100 %, 77 %, 119.23 W, 1189 MHz
2020/12/31 10:07:03.473, 100 %, 70 %, 142.76 W, 1189 MHz
2020/12/31 10:07:04.476, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:07:05.478, 0 %, 0 %, 50.22 W, 1189 MHz
2020/12/31 10:07:06.481, 100 %, 76 %, 126.79 W, 1189 MHz
2020/12/31 10:07:07.484, 100 %, 80 %, 153.21 W, 1189 MHz
2020/12/31 10:07:08.487, 100 %, 64 %, 118.74 W, 1189 MHz
2020/12/31 10:07:09.489, 100 %, 76 %, 138.57 W, 1189 MHz
2020/12/31 10:07:10.492, 100 %, 69 %, 152.45 W, 1189 MHz
2020/12/31 10:07:11.495, 0 %, 0 %, 50.51 W, 1189 MHz
2020/12/31 10:07:12.497, 0 %, 0 %, 50.29 W, 1189 MHz
2020/12/31 10:07:13.500, 100 %, 88 %, 136.56 W, 1189 MHz
2020/12/31 10:07:14.501, 100 %, 52 %, 128.12 W, 1189 MHz
2020/12/31 10:07:15.502, 100 %, 56 %, 148.33 W, 1189 MHz
2020/12/31 10:07:16.504, 100 %, 83 %, 132.93 W, 1189 MHz
2020/12/31 10:07:17.507, 100 %, 71 %, 151.68 W, 1189 MHz
2020/12/31 10:07:18.510, 0 %, 0 %, 50.60 W, 1189 MHz
2020/12/31 10:07:19.513, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:07:20.515, 0 %, 0 %, 100.39 W, 1189 MHz
2020/12/31 10:07:21.518, 100 %, 85 %, 130.13 W, 1189 MHz
2020/12/31 10:07:22.521, 100 %, 53 %, 130.03 W, 1189 MHz
2020/12/31 10:07:23.524, 100 %, 61 %, 131.97 W, 1189 MHz
2020/12/31 10:07:24.531, 100 %, 78 %, 136.08 W, 1189 MHz
2020/12/31 10:07:25.534, 100 %, 69 %, 149.01 W, 1189 MHz
2020/12/31 10:07:26.536, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:07:27.539, 0 %, 0 %, 50.19 W, 1189 MHz
2020/12/31 10:07:28.542, 100 %, 82 %, 131.69 W, 1189 MHz
2020/12/31 10:07:29.545, 100 %, 56 %, 134.55 W, 1189 MHz
2020/12/31 10:07:30.547, 100 %, 53 %, 119.41 W, 1189 MHz
2020/12/31 10:07:31.550, 100 %, 66 %, 117.01 W, 1189 MHz
2020/12/31 10:07:32.553, 100 %, 72 %, 143.00 W, 1189 MHz
2020/12/31 10:07:33.558, 0 %, 0 %, 50.57 W, 1189 MHz
2020/12/31 10:07:34.561, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:07:35.564, 81 %, 62 %, 116.45 W, 1189 MHz
2020/12/31 10:07:36.567, 100 %, 56 %, 136.66 W, 1189 MHz
2020/12/31 10:07:37.569, 100 %, 53 %, 119.99 W, 1189 MHz
2020/12/31 10:07:38.572, 100 %, 60 %, 136.08 W, 1189 MHz
2020/12/31 10:07:39.575, 100 %, 77 %, 113.85 W, 1189 MHz
2020/12/31 10:07:40.577, 100 %, 71 %, 137.04 W, 1189 MHz
2020/12/31 10:07:41.580, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:07:42.585, 0 %, 0 %, 109.84 W, 1189 MHz
2020/12/31 10:07:43.589, 100 %, 92 %, 149.21 W, 1189 MHz
2020/12/31 10:07:44.592, 100 %, 54 %, 151.30 W, 1189 MHz
2020/12/31 10:07:45.595, 100 %, 70 %, 130.64 W, 1189 MHz
2020/12/31 10:07:46.598, 100 %, 77 %, 150.73 W, 1189 MHz
2020/12/31 10:07:47.600, 100 %, 69 %, 142.23 W, 1189 MHz
2020/12/31 10:07:48.603, 0 %, 0 %, 50.51 W, 1189 MHz
2020/12/31 10:07:49.606, 0 %, 0 %, 50.31 W, 1189 MHz
2020/12/31 10:07:50.608, 100 %, 74 %, 113.38 W, 1189 MHz
2020/12/31 10:07:51.611, 100 %, 64 %, 120.46 W, 1189 MHz
2020/12/31 10:07:52.614, 100 %, 55 %, 152.26 W, 1189 MHz
2020/12/31 10:07:53.617, 100 %, 74 %, 150.25 W, 1189 MHz
2020/12/31 10:07:54.619, 100 %, 69 %, 122.48 W, 1189 MHz
2020/12/31 10:07:55.622, 0 %, 0 %, 50.48 W, 1189 MHz
2020/12/31 10:07:56.625, 0 %, 0 %, 50.32 W, 1189 MHz
2020/12/31 10:07:57.627, 100 %, 88 %, 112.24 W, 1189 MHz
2020/12/31 10:07:58.630, 100 %, 52 %, 148.62 W, 1189 MHz
2020/12/31 10:07:59.633, 100 %, 55 %, 125.53 W, 1189 MHz
2020/12/31 10:08:00.636, 100 %, 83 %, 151.68 W, 1189 MHz
2020/12/31 10:08:01.638, 100 %, 71 %, 123.72 W, 1189 MHz
2020/12/31 10:08:02.639, 0 %, 0 %, 50.57 W, 1189 MHz
2020/12/31 10:08:03.642, 0 %, 0 %, 50.51 W, 1189 MHz
2020/12/31 10:08:04.644, 100 %, 93 %, 127.49 W, 1189 MHz
2020/12/31 10:08:05.647, 100 %, 75 %, 133.90 W, 1189 MHz
2020/12/31 10:08:06.650, 100 %, 87 %, 121.63 W, 1189 MHz
2020/12/31 10:08:07.652, 100 %, 70 %, 143.75 W, 1189 MHz
2020/12/31 10:08:08.653, 100 %, 78 %, 151.40 W, 1189 MHz
2020/12/31 10:08:09.656, 95 %, 70 %, 92.97 W, 1189 MHz
2020/12/31 10:08:10.659, 0 %, 0 %, 50.51 W, 1189 MHz
